,0
303,52.577994306476825
304,51.550500545023596
305,105.02788063119249
306,66.26599109310291
307,109.91144708611492
308,79.8585608511305
309,93.73235276637747
310,66.60688530288594
311,80.15705531022613
312,86.89731582742671
313,76.51451261206323
314,73.78584895446224
315,99.57186828130698
316,63.474288102527964
317,57.46613685373703
318,103.88943492387943
319,125.37658862043162
320,105.76145716380232
321,81.4929847574827
322,78.22379178320946
323,99.77199593444011
324,75.23299419939634
325,94.72720059047472
326,82.02189226683849
327,93.5232516538989
328,126.89929892415502
329,69.09590803812983
330,63.52194614613098
331,77.32062826032352
332,99.33054212603878
333,85.90143027935217
334,86.34993105674155
335,55.7807159802718
336,73.28602142137235
337,88.65852554136528
338,74.98875508272221
339,65.47638668298599
340,74.28416713757933
341,93.50517503326397
342,94.37872823981897
343,102.11067903086493
344,55.789890768528046
345,87.24579586795987
346,95.63145731066305
347,78.20969391649925
348,54.035297986958916
349,93.38886241468747
350,84.6896926244792
351,104.33258240607864
352,87.85439208954877
353,80.28168739671605
354,115.28131187866006
355,92.70432707293627
356,94.70131575738608
357,83.00346846259885
358,99.98995733734566
359,83.98961130395085
360,112.48687715731978
361,85.74927629389846
362,83.60867809736108
363,59.53052399923696
364,81.70637406131584
365,95.24990218865986
366,93.23993046831136
367,102.06825015714996
368,85.90102260880732
369,80.23156241758487
370,83.7027749679755
371,97.91900952719615
372,69.24611930130004
373,113.09225597210194
374,91.3739010395615
375,99.4674092408108
376,81.39456235288667
377,80.0442743878071
378,89.27699117943862
379,98.02774094175989
380,85.10418518782095
381,72.87465156208694
382,71.78237553897367
383,98.7082926720204
384,97.53418997332665
385,127.45206929326353
386,77.62490555264098
387,90.43925412072896
388,63.39796380772178
389,80.78413427548188
390,70.25482434935039
391,116.09378149709008
392,99.60599692521077
393,70.26502662876116
394,49.75256272933645
395,98.98716300286621
396,63.02553549122996
397,77.60017074570351
398,82.05201329873843
399,68.12319389729461
400,107.22875804272948
401,80.74672746795976
402,117.00563670345271
403,67.67210412100096
404,65.31096456018079
405,81.11590255629127
406,122.53251666609788
407,91.59934984842224
408,66.65384453037592
409,82.82712112616917
410,78.8212038490228
411,107.89467163638952
412,99.02585837886143
413,100.18654326568299
414,84.60569374041744
415,89.18481798065503
416,104.61634336141731
417,87.53749352680512
418,77.7000069573888
419,133.3290714827029
420,79.98653791460436
421,79.20322348379169
422,34.363086027220305
423,74.09077804614392
424,92.97341784517539
425,98.46843049544752
426,65.76521685513636
427,75.59620429206961
428,115.02629860009822
429,81.5106002158931
430,74.08742016928775
431,107.39053914801516
432,94.88483914583236
433,91.29722726460392
434,78.98748181160684
435,95.65779914662932
436,105.13640502380744
437,83.56804872915505
438,92.87952325244085
439,92.28629977831115
440,77.12279031650904
441,94.44864990552676
442,80.8950429193367
443,86.9673285144242
444,89.06606370374453
445,115.85825355858226
446,85.9596554516458
447,85.34206736787584
448,76.24265033559544
449,68.47216591873132
450,93.70009700347346
451,121.87236462338772
452,92.55486184272755
453,69.39639089027678
454,39.62222843392878
455,45.85562849322834
456,106.90005311375269
457,79.58468457640856
458,101.41605764200591
459,78.29121780728484
460,67.89491533099066
461,98.78449512123234
462,78.88115933614381
463,102.0277490414456
464,114.38037422455794
465,69.47385777567828
466,71.84274995211038
467,113.21092615699172
468,100.78038705767057
469,88.21466233583712
470,108.55355569210357
471,87.39662321088313
472,92.76227104387897
473,71.31046841501899
474,81.68985487247615
475,104.10048948171642
476,71.35534935763445
477,107.57100690954053
478,55.31431797203458
479,116.65109858789896
480,77.43956755049344
481,113.83340345324304
482,75.55842564560996
483,97.20812829762649
484,85.0386757642148
485,94.98852713182843
486,105.95627357343501
487,68.24701922942572
488,78.61070296524741
489,60.16953275783612
490,74.55707603310084
491,83.5656677643637
492,110.34343980283728
493,108.04323335337779
494,81.16241383573578
495,91.92250207736696
496,90.09250985148037
497,86.63136280207435
498,100.2438094110952
499,90.31215126554152
